Phone Name,Camera,Performance,Display,Battery Life
iphone 15,0.48797883178742557,0.45119189514189517,0.4265102532016595,0.448578446192853
Phone Name,0.0,0.0,0.0,0.0
pixel 8a,0.3683046016341935,0.33733426809815703,0.30314942002442,0.33537666862753973
nothing phone (2),0.4072624394575614,0.40048731173340546,0.4173846872082166,0.40717771811521813
google pixel 9,0.4723912699216068,0.456617408577974,0.3736923157733597,0.4757843216751776
